"","track.id","track.name","danceability","energy","speechiness","liveness","valence"
"203","3Kmee1RKDu0eLM09rcN5oB","Viper Strike",0.613,0.754,0.0354,0.282,0.298
"204","3ksu00d3upBmtytFqdBpeD","Nabbed",0.409,0.0554,0.0385,0.0755,0.241
"205","3L9I7FC1xniRArmOYB0ZMu","What's This?",0.513,0.881,0.0484,0.0833,0.385
"206","3Lj2PcKAkTXYiSVSeT7UA7","Toro",0.43,0.879,0.132,0.102,0.561
"207","3lzZBqtxk2vRRZQ9ltaXFQ","Face To Face - Them Album Version",0.44,0.471,0.0262,0.108,0.38
"208","3MazMg7nHPpKwhuByXMeDu","Transmission",0.735,0.631,0.0627,0.115,0.542
"209","3MLtopC0uho28PxZN7Zecy","Fake You Out",0.84,0.608,0.0458,0.0874,0.727
"210","3mWJY5PUwz8WTtM5YTeFy4","Cold Fame",0.491,0.404,0.0319,0.114,0.148
"211","3ngADr8JW3DjeVqFWwWDbs","Siva - Remastered 2011",0.383,0.73,0.0387,0.14,0.271
"212","3NyovXfcpc8PDWWKH7xEDs","S.O.S. (Sawed Off Shotgun)",0.568,0.961,0.065,0.138,0.924
"213","3OfiRybgoMcTtEFKuvyx0r","I'll Be Home For Christmas",0.61,0.495,0.0308,0.121,0.484
"214","3P0WZSaeeHypNv06il2Gwv","Temple in the Forest (A)",0.239,0.102,0.036,0.154,0.0365
"215","3paRBmesK140jHjrno7jvQ","Leave You Far Behind - Lunatics Roller Coaster Mix",0.542,0.981,0.098,0.445,0.622
"216","3pdwtknFmM6xocVEpj7yAl","No Other One",0.387,0.851,0.0373,0.378,0.47
"217","3pgDkYNYH7hMCl5Njib24j","Gold",0.416,0.459,0.0317,0.0551,0.286
"218","3PYNwzHABIkJxA6hPcf9bT","Butterfly",0.62,0.192,0.0311,0.122,0.465
"219","3Q95VQL8yWRO8mkF6VoDzi","Sunset Jesus",0.61,0.788,0.0646,0.13,0.687
"220","3QlTuiZ2g9cclf5mIDj1QU","Agents",0.351,0.386,0.0476,0.139,0.0352
"221","3rGu7pvMFpHRT2Shdez3bg","Dancing on the Grave - Original Bursting+Blooming Arrangement",0.735,0.586,0.0319,0.0543,0.563
"222","3RpW0hYoaMNKQyiSLsgwh5","Dubitatio",0.212,0.197,0.0453,0.61,0.0834
"223","3s5Ysmv9wwyiEjEEGmNvyX","Children of Hell",0.466,0.983,0.0601,0.231,0.0539
"224","3sbcAG3y97g63yDSVMf38o","Oxygène",0.158,0.00832,0.0417,0.0828,0.0313
"225","3SL3UavpjRKNMM9UVlE9Bx","Encom Part 2 - Remixed by Com Truise",0.488,0.934,0.0535,0.153,0.266
"226","3Stj6Yxce2JpC6NPQlHvdy","Tract Boy",0.401,0.982,0.0527,0.0628,0.606
"227","3sY6z4pGcxpMwx3W026WtU","Peace of Mind",0.421,0.677,0.0343,0.211,0.683
"228","3tdV0DSPeNQoWcNak4nGSY","The Christmas Sing-Along",0.723,0.659,0.0364,0.0894,0.495
"229","3U0nGmwyInpydcegQo2vBA","Body Juggler",0.337,0.99,0.0779,0.0522,0.771
"230","3UaFnnUo80mv431WHEzaj9","Implicit Demand For Proof",0.495,0.262,0.0292,0.104,0.287
"231","3ubpkIvw8SDchaRPEKIQPS","Release",0.379,0.396,0.0292,0.118,0.407
"232","3uEu7hcvgrSOrgnMxzqugh","Pure Grinding",0.712,0.743,0.0627,0.106,0.361
"233","3UYxSVaquXGHP1yIovi4g9","Simple Dude",0.383,0.771,0.0395,0.0658,0.424
"234","3v8aPisqoGRZEwwf2rCeXQ","Time Lapse",0.64,0.846,0.108,0.223,0.558
"235","3VvBPkc24zC7x05mgJTyGO","Monody (feat. Laura Brehm)",0.526,0.69,0.0351,0.0969,0.224
"236","3vwBmj1E7Dvn7yBqiSEta6","Hanging Lights",0.679,0.228,0.107,0.0942,0.667
"237","3vYg8WcDdRyiHfOpfjqlTa","Overture - From ""TRON: Legacy""/Score",0.104,0.0818,0.0483,0.132,0.0378
"238","3xaDEi3VzwYPYaRf1SwaZB","Postres",0.488,0.956,0.0519,0.107,0.667
"239","3Y5ixjN9T004oqFISs4okQ","Cat Thruster",0.928,0.388,0.0645,0.115,0.783
"240","3YCUPKddcFr4s6iL4mj6Xy","Meet Me on the Roof",0.409,0.948,0.115,0.741,0.839
"241","3YYnfKM02WkygOwg6ozfrL","End of Line - Remixed by Boys Noize",0.602,0.879,0.107,0.108,0.354
"242","3ZdtwUI2bPlq409wroQRmK","Whole Life Story",0.643,0.844,0.0337,0.0925,0.793
"243","3zWC1keGhHYD7omS4If9TD","Chris",0.564,0.2,0.0296,0.118,0.065
"244","419sMldCXvELpU0I7h5xS0","Joyce and Lonnie Fighting",0.233,0.111,0.0436,0.127,0.264
